track_id,track_name,artist_name,album_name,song_genre,release_date,track_number,disc_number,duration_ms,duration_s,release_country,composers,recording_location,label,has_label,musicbrainz_tags,musicbrainz_num_tags,musicbrainz_has_tags,song_style,song_mood,song_theme,album_type,album_genre,album_style,album_mood,album_theme,album_duration,album_duration_sec,artist_type,artist_gender,artist_country,artist_lifespan_begin,artist_lifespan_end,artist_is_active,allmusic_track_pick,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3uxzoRjrJ6YzantwTtWlSb,Kung Fu,Ash,1977,Pop/Rock,1996-05-06,6,1,137307,137.31,Unknown,Tim Wheeler,"Rockfield, Wales",Unknown,False,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Pop Punk, Power Pop","Celebratory, Cheerful, Energetic, Exciting, Freewheeling, Joyous, Playful, Rousing, Urgent, Boisterous, Brash, Fun, Irreverent, Rambunctious, Rollicking, Humorous, Rowdy","Cool & Cocky, Freedom, Partying, TGIF, Guys Night Out, Hanging Out",album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,True,40,False,0.254,0.959,9,-4.527,1,0.191,0.00613,7.42e-06,0.337,0.493,176.273,4
0piEd5VtQCA9UOcfef0g3Z,Angel Interceptor,Ash,1977,Unknown,1996-05-06,10,1,244333,244.33,DE,"Rick McMurray, Tim Wheeler","Rockfield, Wales",Indigo,True,Unknown,0,False,Unknown,Unknown,Unknown,album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,36,False,0.219,0.903,4,-4.83,1,0.0754,0.221,0.206,0.373,0.254,167.401,4
5OuSVkR7jty26vnV79AfbQ,Lose Control,Ash,1977,Unknown,1996-05-06,1,1,217600,217.6,XW,"Mark Hamilton, Tim Wheeler","Rockfield, Wales",Atomic Heart Records,True,Unknown,0,False,Unknown,Unknown,Unknown,album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,34,False,0.234,0.998,9,-4.86,1,0.131,6.72e-05,0.253,0.324,0.047,184.204,4
1hl4IbHsB8JGQwQVafwMPW,Lost in You,Ash,1977,Pop/Rock,1996-05-06,11,1,259173,259.17,XE,Tim Wheeler,"Rockfield, Wales",Unknown,False,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Energetic, Confident, Exuberant, Rollicking, Amiable/Good-Natured, Bittersweet, Rousing, Sentimental, Sweet, Earnest, Summery, Cheerful, Innocent","Feeling Blue, In Love",album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,26,False,0.487,0.7,9,-4.507,1,0.0288,0.0023,1.43e-06,0.18,0.197,86.237,4
7JXiWo2TQnM50jBJcyLioK,I'd Give You Anything,Ash,1977,Pop/Rock,1996-05-06,4,1,271827,271.83,GB,Tim Wheeler,"Rockfield, Wales",Infectious Records,True,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Feeling Blue,album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,24,False,0.0874,0.975,9,-2.234,1,0.0681,6.11e-05,0.688,0.442,0.428,200.595,3
60FteVr8AUPzZmoGqYW61r,Gone the Dream,Ash,1977,Pop/Rock,1996-05-06,5,1,209933,209.93,XW,Tim Wheeler,"Rockfield, Wales",Atomic Heart Records,True,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Earnest, Fun, Playful, Summery, Cheerful, Whimsical",Feeling Blue,album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,24,False,0.434,0.683,0,-5.813,1,0.0292,0.0184,0.0314,0.412,0.325,103.094,4
4ZlsMi2Ho5MaF8nZnX1fE6,Let It Flow,Ash,1977,Pop/Rock,1996-05-06,8,1,282600,282.6,XE,Tim Wheeler,"Rockfield, Wales",Unknown,False,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",In Love,album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,22,False,0.362,0.963,9,-4.684,1,0.0612,0.000481,0.0012,0.9,0.377,137.25,4
4oBvbRyTJFti3adfoz2B3W,Darkside Lightside,Ash,1977,Pop/Rock,1996-05-06,12,1,282355,282.36,Unknown,"Tim Wheeler, Brian Cannon, Lisa Moorish, Mark ""Spike"" Stent, Mark Hamilton, Nick Brine, Nick Ingman, Owen Morris, Phil Thornalley, Rick McMurray, Rolant Dafis, Sorrel Merchant","Rockfield, Wales",Unknown,False,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,20,False,0.15,0.949,7,-5.426,1,0.121,0.00131,0.413,0.197,0.115,161.515,4
0JztoNJFzqdDUb9lQjtF1F,Innocent Smile,Ash,1977,Pop/Rock,1996-05-06,9,1,352093,352.09,CA,Mark Hamilton,"Rockfield, Wales",Homegrown;Infectious Records;Reprise Records,True,alternative;alternative rock;britpop;indie;indie rock;pop rock;punk;rock,8,True,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Feeling Blue,album,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,3743.0,Group,N/A (Group),GB,1989,,True,False,18,False,0.111,0.973,9,-4.547,1,0.0838,0.000773,0.814,0.601,0.105,160.55,4
3fHVOcAV12GY8nOjWA8OUh,Walking Barefoot,Ash,Free All Angels,Pop/Rock,1998-01-01,1,1,254027,254.03,JP,Tim Wheeler,"RAK Studios, London, England",Sony Records International,True,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,True,0,False,0.241,0.895,6,-5.051,1,0.0784,2.22e-05,0.108,0.165,0.467,168.555,4
4daraBRKwKGEA6dwom2DqG,Shining Light,Ash,Free All Angels,Pop/Rock,1998-01-01,2,1,309000,309.0,Unknown,Tim Wheeler,"RAK Studios, London, England",Unknown,False,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk, Power Pop","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical","In Love, New Love, Summer",album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.48,0.93,2,-3.49,1,0.05,0.0,0.0,0.11,0.53,106.62,4
0XRONzbNix2Dnlx4SUzQVC,Burn Baby Burn,Ash,Free All Angels,Pop/Rock,1998-01-01,3,1,208000,208.0,US,Tim Wheeler,"RAK Studios, London, England",Universal Music TV,True,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk, Power Pop","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.39,0.98,4,-4.06,1,0.12,0.0,0.07,0.1,0.52,155.63,4
2nHD2mLdFDGjHZOEoXsefb,Candy,Ash,Free All Angels,Unknown,1998-01-01,4,1,291133,291.13,GB,"Burt Bacharach, Hal David, Tim Wheeler","RAK Studios, London, England",Infectious Records,True,Unknown,0,False,Unknown,Unknown,Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,True,0,False,0.396,0.847,4,-4.2,0,0.032,4.62e-05,0.0734,0.178,0.62,163.72,4
3gXrK7e5IjeXTImmmxyLuJ,Cherry Bomb,Ash,Free All Angels,Pop/Rock,1998-01-01,5,1,196000,196.0,US,Tim Wheeler,"RAK Studios, London, England",Heavy,True,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.35,0.97,0,-3.67,0,0.06,0.0,0.01,0.43,0.51,73.87,4
3ktT5lFYscuRKnoVLq5V3h,Submission,Ash,Free All Angels,Unknown,1998-01-01,6,1,212800,212.8,Unknown,"Rick McMurray, Tim Wheeler","RAK Studios, London, England",Unknown,False,Unknown,0,False,Unknown,Unknown,Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.491,0.955,2,-4.649,1,0.074,5.2e-05,0.829,0.387,0.261,102.754,4
1I42Fx04lhFWTCqogmFDUd,Someday,Ash,Free All Angels,Pop/Rock,1998-01-01,7,1,272000,272.0,FR,"Mark Hamilton, Charlotte Hatherley, Tim Wheeler","RAK Studios, London, England",Infectious Records,True,britpop;indie;indie rock;pop;pop rock;punk;rock,7,True,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Confident, Exuberant, Rollicking, Bittersweet, Intimate, Plaintive, Poignant, Reflective, Sentimental, Yearning, Earnest",Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.46,0.72,7,-5.32,1,0.03,0.0,0.0,0.32,0.08,120.71,4
5tvLu5uwx0ObRyJgOCZjX5,Pacific Palisades,Ash,Free All Angels,Pop/Rock,1998-01-01,8,1,116760,116.76,Unknown,Tim Wheeler,"RAK Studios, London, England",Unknown,False,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.356,0.976,2,-4.356,1,0.0927,3.8e-06,0.000122,0.359,0.566,168.428,4
3GkWiscerLJlHVxlSzAhoI,Shark,Ash,Free All Angels,Unknown,1998-01-01,9,1,198000,198.0,FR,Tim Wheeler,"RAK Studios, London, England",Infectious Records,True,britpop;indie;indie rock;pop;pop rock;punk;rock,7,True,Unknown,Unknown,Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.4,0.98,11,-3.36,0,0.06,0.0,0.12,0.35,0.3,95.74,4
48B8CIq0L9jc21pxJfYdGs,Sometimes,Ash,Free All Angels,Pop/Rock,1998-01-01,10,1,248000,248.0,NZ,Tim Wheeler,"RAK Studios, London, England",Warner Bros. Records,True,Unknown,0,False,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Confident, Exuberant, Bittersweet, Bright, Reflective, Sweet, Earnest, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,True,0,False,0.46,0.76,9,-4.72,1,0.03,0.0,0.0,0.11,0.48,93.91,4
4yM1MItEmpi1pSrqMx20oN,Nicole,Ash,Free All Angels,Pop/Rock,1998-01-01,11,1,204000,204.0,ZA,"Mark Hamilton, Tim Wheeler","RAK Studios, London, England",edel,True,alternative rock;indie;indie rock;pop;pop rock;punk;rock,7,True,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,album,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,2849.0,Group,N/A (Group),GB,1989,,True,False,0,False,0.41,0.96,7,-4.17,0,0.06,0.0,0.27,0.36,0.63,160.41,4
