spotify_track_id,mbid,isrc,release_date,release_country,label,artist_type,gender,artist_country,artist_lifespan_begin,artist_lifespan_end,tags
5OuSVkR7jty26vnV79AfbQ,ed8d93a5-2707-4fbe-95fd-bce3d29d60d1,,2016-12-02,XW,Atomic Heart Records,Group,,GB,1989,,
1hl4IbHsB8JGQwQVafwMPW,d370a9f3-86db-4647-a499-54eff19997e5,,1997,XE,,Group,,GB,1989,,
7JXiWo2TQnM50jBJcyLioK,5ed9e044-926e-44f9-9b1b-ece8ff9c2a7b,,2003,GB,Infectious Records,Group,,GB,1989,,
60FteVr8AUPzZmoGqYW61r,19d2bdab-84ba-419e-a94f-327566520a0f,,2016-12-02,XW,Atomic Heart Records,Group,,GB,1989,,
4ZlsMi2Ho5MaF8nZnX1fE6,e6ca08be-f86a-4d68-a714-fd36e9b1c6da,,1997,XE,,Group,,GB,1989,,
4oBvbRyTJFti3adfoz2B3W,defcfd30-12d0-456a-86a2-b04e25f0a90b,GBAHS0401215,,,,Group,,GB,1989,,
0JztoNJFzqdDUb9lQjtF1F,a925f091-fa85-4612-9113-4fb5a4a9f46c,GB5KW2202991;GBAHS0401212;GBCRL0800528,1996,CA,Homegrown;Infectious Records;Reprise Records,Group,,GB,1989,,alternative;alternative rock;britpop;indie;indie rock;pop rock;punk;rock
3fHVOcAV12GY8nOjWA8OUh,34ad8c45-587e-474a-9661-680dbb3bc839,,2004-05-17,JP,Sony Records International,Group,,GB,1989,,
4daraBRKwKGEA6dwom2DqG,8d4f049f-e702-4846-95d7-789aae6725ab,,,,,Group,,GB,1989,,
0XRONzbNix2Dnlx4SUzQVC,be853df0-cde7-4ecf-a80c-7839b4e50af1,,2006-06-19,US,Universal Music TV,Group,,GB,1989,,
2nHD2mLdFDGjHZOEoXsefb,0b475062-6322-41ad-9d4c-163058e1d1d9,,2001-10-01,GB,Infectious Records,Group,,GB,1989,,
3gXrK7e5IjeXTImmmxyLuJ,f4f70d68-a196-4647-87da-df0c52c32161,,2002-09-01,US,Heavy,Group,,GB,1989,,
3ktT5lFYscuRKnoVLq5V3h,87710bdd-2f02-4d0a-b254-6307ca0e15d1,,,,,Group,,GB,1989,,
1I42Fx04lhFWTCqogmFDUd,a031f4b5-4dd1-4c51-9c7d-570899e6788e,GBBUG0101007,2001,FR,Infectious Records,Group,,GB,1989,,britpop;indie;indie rock;pop;pop rock;punk;rock
5tvLu5uwx0ObRyJgOCZjX5,0c9d654e-e483-4f46-89bf-375dc7596af8,,,,,Group,,GB,1989,,
3GkWiscerLJlHVxlSzAhoI,8fab2380-a186-4199-99a5-508ce31cbd31,GBBUG0101009,2001,FR,Infectious Records,Group,,GB,1989,,britpop;indie;indie rock;pop;pop rock;punk;rock
48B8CIq0L9jc21pxJfYdGs,818bee51-3e78-4989-bfab-10ae02e0395d,,2001-12-13,NZ,Warner Bros. Records,Group,,GB,1989,,
4yM1MItEmpi1pSrqMx20oN,92322374-9ea2-49db-b3cf-7b9255b2638d,GBBUG0110011,2001,ZA,edel,Group,,GB,1989,,alternative rock;indie;indie rock;pop;pop rock;punk;rock
6IZvpP8V2FqP7kcowjpEc6,49c84e27-d7a6-4a95-a6bd-9192307976ec,,2002-01-21,GB,Universal Music TV,Group,,GB,1989,,
5KeIi5MrEIDK64BJL7lvx4,fb74b320-550f-485a-b9ea-6feb638e4995,,2001,FR,Infectious Records,Group,,GB,1989,,
5bIGlppeo6NT1kudUwCZ0Q,a3913bbc-4693-4d14-a01d-cff7a83ecc84,GB5KW1903404;GBBUG9800601,1998,XE,Homegrown,Group,,GB,1989,,alternative rock;indie;indie rock;power pop;punk;rock
0sf5O76JG3DbVRDYEZBWD8,e63cde6a-6f74-4aad-b336-6b17416efc8d,GBBUG9800602,1998,JP,BMG Japan,Group,,GB,1989,,alternative rock;indie rock;power pop;punk;rock
2yt29X77A6VuKd1lZvJgBI,d2352383-d5ae-4b28-8394-a5d18c5ba2e4,GBBUG0201207;GBBUG9800591,1998,,Edel Records,Group,,GB,1989,,alternative rock;indie;indie rock;power pop;punk;rock
0R7jH53mst2DmGjKQ2aVzn,f2a62986-b9f5-4a7e-b077-f897b905a164,,1998,GB,Telstar TV,Group,,GB,1989,,alternative rock;rock
1NfsPqz7RI3T6kfFMmYnXw,8194577c-3a78-4569-bac1-6e30cb702102,GBBUG9800605,1998,XE,Homegrown,Group,,GB,1989,,alternative rock;indie;indie rock;power pop;punk;rock
60DElPW33xO8N5cRwo4J8Y,d1afbe97-886e-4c75-8cf1-e2cd7d82f57e,GBBUG9800606,1998,XE,Facedown,Group,,GB,1989,,alternative rock;britpop;indie rock;punk;rock
5szhxXNaliZRyZ5Y57dhAb,6452a1ca-1e1b-4b18-b223-d7727ac4bb26,GBBUG9800607,1998,XE,Facedown,Group,,GB,1989,,alternative rock;indie;indie rock;pop rock;power pop;punk;rock
4HH3HfY0s3gz4NeJxx58AF,d6495500-a11f-4d6d-96a4-9aafed8ea7dd,GBBUG9800608,1998,XE,Homegrown,Group,,GB,1989,,alternative rock;indie rock;power pop;punk;rock
0hiLCA00nwUBABrS8fo8FL,9f083f85-a667-425c-8c88-70fb4becd8f9,,2000,GB,Infectious Records,Group,,GB,1989,,
6ZAdDVonM8vVGX2JdxAN6K,31d2a109-2098-46d7-b8a7-2339b0b158ec,GBBUG9806010,1998,XE,Facedown,Group,,GB,1989,,alternative rock;indie rock;punk;rock
4pq17B30spbG2ca344Zntv,ed6b02cd-7f0b-4780-9684-205b39508c76,,2001,GB,The Daily Telegraph,Group,,GB,1989,,
2OUykB2hSKjw2ueY1uaU4n,7214f014-0eb0-444e-b340-10dd54302542,GBBUG0201202,2002,AT,,Group,,GB,1989,,alternative rock;indie;indie rock;pop;punk;rock
1XfdRLyKALlyuSeisvzvdJ,3b748e6d-22a9-4dda-8d65-9230a504cfc7,,2002-11-04,GB,Warner Music,Group,,GB,1989,,
08qjaQGPFFGXXQpM0krRDF,d965b2cb-6738-49b0-879d-3894d90caeef,,2002-06-25,US,Kinetic Records,Group,,GB,1989,,
1iuZGd244aoBpi2J6GTPpr,f78c25ad-1bf1-4abb-aa9c-63bcc84e1e6c,,2002-10,GB,Uncut,Group,,GB,1989,,
723aiNf3l1zNcupzO886LK,b849059a-c673-4ff8-8e14-fa5722f98a51,,2002,AU,Mushroom Records,Group,,GB,1989,,alternative rock;britpop;indie;indie rock;punk;rock
2KTawcYv5UuYOxEw6hJgz7,252f2467-16c0-47f1-adcc-225b975f1cca,GBBUG9800592,1998,XE,Homegrown,Group,,GB,1989,,alternative rock;indie;indie rock;punk;rock
6A5S5RDcrChBuYlfGRPRjR,fc87af05-1d5a-49bd-89bb-1e93a6009341,GBBUG0100992,2001,AU,Festival Mushroom Records,Group,,GB,1989,,britpop;indie;indie rock;pop;pop rock;punk;rock
2YMr0U2v4d1MRbnNQeJhwS,5138701c-ce96-43d3-82e6-25a012494691,,1998-11-23,GB,Infectious Records,Group,,GB,1989,,
6TsnTjnXgvUDe3mxXlKHCg,ce65b2ad-b1d5-4bd2-ba28-90641e402e40,,1994-08-15,GB,Infectious Records,Group,,GB,1989,,britpop;indie;punk;rock
7tTRlxMUhuCmM4hDDTj1yI,11992819-3598-45a2-8694-d34030523753,,1999,US,DreamWorks Records;Infectious Records,Group,,GB,1989,,alternative rock;indie;indie rock;punk;rock
5AMaOED96iOFNXqoZPXTW5,b8fcab4f-65c5-4efb-bee0-ad679b4c138a,,2001-11-12,DE,edel,Group,,GB,1989,,britpop;indie;indie rock;pop;pop rock;punk;rock
3MYauUkbTrU41MmuqmLHQi,9fc7a427-71db-402b-99c4-ae248fb61c85,,2001-11-12,DE,edel,Group,,GB,1989,,alternative rock;indie;indie rock;pop;pop rock;punk;rock
6xm01I1Wz8rzU0WPGhhxhU,c5b217a0-db7f-4cc8-a752-628afe324379,,,,,Group,,GB,1989,,
0JJ5InyP9Ca0zo2e9JFDcK,53fb0620-5735-41b2-8f9b-7471d3aaf685,,2001-10-01,GB,Infectious Records,Group,,GB,1989,,
03pHq7w5h7W2mCYPysvJ5Y,7d239121-751e-4a57-bb0b-066220a3e630,,2002,AU,Mushroom Records,Group,,GB,1989,,indie;indie rock;punk;rock
1ntS2VwnzUDy0SHvNy4XzK,fe46958d-7f6b-4a26-ab4c-abc49c863c95,,2002,AU,Mushroom Records,Group,,GB,1989,,britpop;indie;indie rock;pop;pop rock;punk;rock
3uSqbBtWKTuRHr8ph6ssR5,ab2d8ccb-d984-48e4-8fd8-774282d84d45,GBCRL0800575,1996,XE,Infectious Records,Group,,GB,1989,,alternative rock;indie;indie rock;punk;rock
1omqLbPuJu3m8zm1lQGTwB,fd39ee6a-3c8b-4488-b463-08c2f723e52b,GBCRL0800576,2008-11-03,GB,Rhino,Group,,GB,1989,,
3sj7IzHcArYEZKy7T9W0E2,9399abc1-b377-45a4-80ce-b6c5613d3040,,2002,AU,Mushroom Records,Group,,GB,1989,,alternative rock;indie;indie rock;punk;rock
7i1NcCBjU56m9ca9p7XcQv,f9455969-1c5c-4c1b-acba-bdf648ffa635,GBCRL0800571,2008-11-03,GB,Rhino,Group,,GB,1989,,
1oLN8ZmxioTQvNH74PThsV,f5cf1b9f-70fb-46a7-b5ba-441f3f480ee4,,2002,AU,Mushroom Records,Group,,GB,1989,,indie;indie rock;punk;rock
6CQD6GXozJq2Q1J7qo1ZZB,96ac67ac-b03f-4dc3-a6e4-d629f2d122fe,,1999,US,DreamWorks Records;Infectious Records,Group,,GB,1989,,indie;indie rock;punk;rock
0nUL2eIfYWH3iw6DA51AxD,4a5fb979-85a3-475e-b29b-19dcd0a5835c,,2001,AU,Festival Mushroom Records,Group,,GB,1989,,
3mfoqLP28cp76zxKMBdRSp,8fb8de8b-251f-4668-a0c4-c0e9895be745,,2013-05-13,CA,Vicious Records,Group,,GB,1989,,
1LrOWxO1rhyg0gQXglHEj4,cc4e8c36-84a9-4471-8905-4299ef290d0c,,2004-11-15,GB,,Group,,GB,1989,,
0oooTKa5bzppmVTBADJqLB,aaf25e2c-6f6e-4333-95f3-a1f397c4fa3b,GBAHS0401049,2004,XE,Infectious Records;Homegrown;Warner Music United Kingdom,Group,,GB,1989,,alternative rock;indie rock;pop;rock
546GcfU8TYMoqKrALp8knd,3806bbcc-11c6-496a-83f0-c4a6859ba315,,2004-07,GB,Q,Group,,GB,1989,,
2OMClcWKyIPea8OwqPLOsr,8c76351c-0566-43e3-a136-111c259e1374,,2004,,Homegrown;Infectious Records,Group,,GB,1989,,
2tMCkzuAzKu9qis47x7b1A,aaa2965e-7e9a-47b3-aff3-6635a6aa2d10,GBAHS0401014,2004,GB,Infectious Records;Homegrown;Warner Music United Kingdom,Group,,GB,1989,,alternative rock;indie rock;pop;punk;rock
2c83O5J7Sjiqb7GkumZ40T,ae6bd510-c02d-49f6-b1d7-687d5230f9ee,,2004-12-06,GB,,Group,,GB,1989,,alternative rock;rock
3vPkRkd2ouHaELMSx8I0gR,6fd28c76-3e52-4ac9-bd70-b59516cf7839,GBAHS0401016,2004,GB,Infectious Records;Homegrown;Warner Music United Kingdom,Group,,GB,1989,,indie rock;pop;pop rock;punk;rock
1IFG4fZDjAPzHzMKGGoMgN,e528b9c6-cf7e-48b2-9e38-3a6db4c75238,,2004,JP,Sony Records International,Group,,GB,1989,,
4y5MdHpaTQk1wGqOA45izF,4a291f48-e60b-4573-a63f-5a74542f9109,GBAHS0401056,2004,XE,Infectious Records;Homegrown;Warner Music United Kingdom,Group,,GB,1989,,alternative rock;indie;indie rock;pop;rock
2lY20nLvKO2MhsMxZeRotH,8ae2337a-1ac7-4f57-ab81-7122c42e1d63,,2005-12-26,US,,Group,,GB,1989,,
4rnyY7Ah4bjrcuLnJNoui6,ef0f776e-aaa2-42d1-a903-e53c8afc703c,,2005-03-08,US,Record Collection,Group,,GB,1989,,
4WSWzINkkrkbxYgdXbz8aq,87b83936-ea79-43bf-83c6-03b9043a5d91,,2005-03-08,US,Record Collection,Group,,GB,1989,,
6GrphMzcCItyDFQEiZx5YK,76ab91fa-f38f-407f-aefa-5dbdcf7c9e59,,2004,,Homegrown;Infectious Records,Group,,GB,1989,,indie rock;pop;pop rock;punk;rock
0A9AXLTam469VpUBcyZUJM,fc1a04cf-cc67-47b3-80b3-c51b5c338731,,2007,XE,Infectious Records,Group,,GB,1989,,indie
3RqY2Ks7kvsObFHnjyth9V,b979d229-0020-4998-a074-79de3f8bb566,,2011-10-17,GB,Warner Bros. Records,Group,,GB,1989,,
02t6dVN4uWDmw9wSx9k4p3,73dc1536-dada-40fb-a13a-d49690531ca0,,2007,GB,Infectious Records,Group,,GB,1989,,
6JvKmAgvtwkVLM3cAi9UN2,bc696a4c-4167-4843-ace5-a4559b26f26a,,2007,GB,Infectious Records,Group,,GB,1989,,
5F1jiABQZ1aNW00ocALvQ9,0c25d299-a553-4845-881a-ef20db4ba1f9,,2007,XE,Infectious Records,Group,,GB,1989,,indie
6O8lvAw7cVpYdZwGCnGraY,601aef14-7768-4621-b386-a4e5d37cc707,,2007,GB,Infectious Records,Group,,GB,1989,,indie
7vHRhIu9msHNZINF1tbrn5,e766534a-7d55-411b-9544-5c0f71005345,,2007,XE,Infectious Records,Group,,GB,1989,,indie
3r0a6TlpRT4vwm5XyRUDFH,bcecf6a9-a146-4c81-8284-992be9985e80,,2007,XE,Infectious Records,Group,,GB,1989,,indie
1kAh8MCvyi0GkrbJm8BdHe,2612f9aa-e088-4765-a23c-f5a7e5b82a37,,2007,XE,Infectious Records,Group,,GB,1989,,indie
2tGJqNOi9AGlzB9mAY269i,2dddee08-a15e-4dbd-ad31-fb1a6b3a41d1,,2007,XE,Infectious Records,Group,,GB,1989,,indie
0Ubsh5wTWIOmbG6cVQGX0m,37679630-9d7c-43b2-b618-7458add54111,,2007,XE,Infectious Records,Group,,GB,1989,,indie
2QbCgig3v2SEHpwvExeHwO,e54bfc2f-7365-4752-a356-8db31507f2f2,,2007,XE,Infectious Records,Group,,GB,1989,,indie
1AofM2rYZyuzDWolKFHj8n,fcc59f51-3161-435b-8091-b320176bfea2,GBZSM0900001,2009-06-08,GB,Atomic Heart Records,Group,,GB,1989,,alternative rock;indie;indie rock;rock
3lHW7CCa4A5hcqG5Scry7F,5bf51532-5ff3-4a9a-ad00-b6ae9647a1c7,,2009-10-12,GB,Atomic Heart Records,Group,,GB,1989,,
5kUNKD6zEy0Ia2UM3hop0F,6e990f71-71bc-4b28-9ead-2c4b8d646426,GBZSM0900035,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,pop
7eYigglevsTbNIwrq8gVu3,cb570b98-c117-4746-97bb-62c921c79a44,GBZSM0900021,2009-11-09,GB,Atomic Heart Records,Group,,GB,1989,,
7K8bV3DdWLFVgpLg7ClALK,695a8c42-e3ea-4e14-874a-f06dfd60432f,GBZSM0900037,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,britpop;indie;pop;pop rock;power pop;rock
490xan2Vx0IDkAxXR8FIE8,f50576ca-c17a-4459-b3b3-0d31a63f4cf1,GBZSM0900038,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,britpop;pop;pop rock;power pop;rock
12hu1nq0PDy7t4sQuoP6IW,46d4d766-6715-4840-ba5b-f34f1f1da563,,2009-12-21,GB,Atomic Heart Records,Group,,GB,1989,,
4fmfmZaMiDzAxuxVsSGE81,e4e5b3b0-e636-4f58-b90e-ec073729667f,GBZSM0900040,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,pop punk
2eyaNsa1tLor96jDoKOWdZ,70d29b9e-d84c-4eb6-b820-6b8a669e607d,,2010-01-18,GB,Atomic Heart Records,Group,,GB,1989,,
1swBh1BhvyigT7BiANFPqO,2415eb32-4c7a-4b14-b47e-408fde6dbd44,GBZSM0900041,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,alternative rock;britpop;indie;pop;pop rock;power pop;rock
44WuZMMV7pgkiwpC1YF251,1b7c4855-a414-4e98-bed6-bb237f5058e0,,2010-02-15,GB,Atomic Heart Records,Group,,GB,1989,,
3ecPqLWjicAoB8fGl1TcCo,7ed9cd98-48af-4f91-8221-5abe20105c19,GBZSM0900043,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,pop;pop punk
1vlcwKmAV1UAqXzbaCYdzc,5a4cfe89-a059-4175-88b8-cd23c9dfede3,GBZSM0900044,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,britpop;pop;pop rock;power pop;rock
1u5UEUje9O9cqDYC9ppRre,0aff6527-c891-42d2-a44d-394c2d68bac9,GBZSM0900004,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,britpop;pop;pop punk;pop rock;power pop;rock
6vtGOiu1fkmvKcpxYrOolH,f839e922-6b07-4b36-b450-7e6f2f601c96,,2012-06-16,XW,Noyes Records;Atomic Heart Records,Group,,GB,1989,,
49SITyuDjcudYLPf8OXWkT,a5123c73-225c-4e09-8b0f-363003906231,GBZSM1000002,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,pop
7p70pyxFBIHkfzRYeA7Qo9,c055b9db-99e4-477b-aac7-9c2c05cd9916,GBZSM1000003,2010,ZA,Sovereign Entertainment,Group,,GB,1989,,pop;pop punk
0H32UqGj175jgXkWSrJVQP,6d2ab88d-8bcb-4c7d-8633-4e008f812cda,,,,,Group,,GB,1989,,
2kNkNAUcLiF5OcbEwJYz6h,f53a2658-df98-4732-8b8e-590f6f556b57,,2010-04-26,GB,Atomic Heart Records,Group,,GB,1989,,
5pgFkBN9nzWUzRDkJPbuOt,3824466d-a9f8-4a64-bbbb-ae1c19537878,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
3cDh2GWRKDioKuE0IKgtxF,78ad14e7-dc89-4d6e-8b71-9b6b31051663,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
1mW2gO6IHKhe1Wnoq3Bvid,c9cb912f-64a3-44fd-aeb8-5803371e2bc6,,2010-05-24,GB,Atomic Heart Records,Group,,GB,1989,,
0ODJgxkcAeShlIia4gt630,801e16ef-37ed-4870-989e-a595009b67b6,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
4GwpdEe02KKu5ZHTvgGfHO,7402a381-5433-42b6-a636-111f790ca821,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
4E34FpAkHo0QgOraabJ4zq,bccde39b-8b8c-4169-9a73-9c2d4530bef4,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
1VDjgCrNFI1CFjMQn9S73v,2ab801c2-b089-4bf1-a7bd-662b6627f482,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
4W1JmWb5rIDYDJv4MOAp8T,ecbd2db9-a86b-4429-8834-92fa6bc7e229,,2010-08-02,GB,Atomic Heart Records,Group,,GB,1989,,
4pzwEJsgBplNKV8k4rjOAC,62d44979-e710-43df-88a8-74a47eecc9bc,,2010-08-16,GB,Atomic Heart Records,Group,,GB,1989,,
6xjCyL7jII6YbBduoT7ecs,ceda2fba-aa7d-433c-a50b-fd9d209fe646,,2010-08-30,GB,Atomic Heart Records,Group,,GB,1989,,
4Hj0kGqGn5VNRIfvcKZY1y,cbb8fe94-db64-4be6-97f7-bebd9ed69ccc,,2010-09-13,GB,Atomic Heart Records,Group,,GB,1989,,
53V41AKrJ74xOdHNjTQIS6,6cfb7dc5-5068-48a0-956d-9b0d296ff186,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
5qZzcC2OdJyDPTvlEqZjDe,f0d6a98e-4d8e-4733-a3fa-599e3988dfb4,GBZSM1000055,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
5lYP8lOUact4e0kEHZU29W,5b9d3f13-8037-4227-a229-f2271a495085,GBZSM1000069,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,britpop;pop;pop rock;power pop;rock
6y9slxSceTjVD4vcP9Z0Wv,05932c89-f53c-4182-b59b-dccf1a517b0e,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
0O4E6VBHJ0uY9RNEhIqVce,bc51c2bb-d284-4620-8edf-ddcc06d76fb5,,2012-06-16,XW,Noyes Records;Atomic Heart Records,Group,,GB,1989,,
6f949yg0coDIIjDfrgJwqN,94f85ac0-3994-4703-9c69-f3d04279e201,,2012-06-16,XW,Noyes Records;Atomic Heart Records,Group,,GB,1989,,
42puFxeBbxQGgYpU3BQJ7D,31eaf02f-96b7-402b-bce8-06822ef9543a,,2012-06-16,XW,Noyes Records;Atomic Heart Records,Group,,GB,1989,,
2NH3QMcNUOFBcSMIaGdejk,bfc58aa7-a034-4c7a-9c56-659c6e391169,,2012-06-16,XW,Noyes Records;Atomic Heart Records,Group,,GB,1989,,
0o9zTMyMQbrn3DbQl2mIx5,73c8c10e-2848-432e-8954-06e40d087bb4,,2012-06-16,XW,Noyes Records;Atomic Heart Records,Group,,GB,1989,,
3Zddbt7FC8wiZTcFfvzdio,cfc6f707-de0a-4578-abf5-e6c543593177,,2010-04-07,JP,Atomic Heart Records,Group,,GB,1989,,
0nLzpyzCjZOYQlIIHkBGCw,d0e8e7a8-fd4e-4072-bf6f-69c7ace3c3c0,,2010-04-07,JP,Atomic Heart Records,Group,,GB,1989,,
6CHzPaWwrYcccKQR3toNVf,35cc8678-2071-4c8b-87c0-90534cdbf48d,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
7GH9xk9xRS8QsxvFov96F7,08e8b416-aeb0-4f84-8d91-8359e6950e87,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
6qREz748IUlVpdziMyhFCc,1ed70c4d-39c2-4a9b-afa6-4688024e9838,,2009-12-22,GB,Atomic Heart Records,Group,,GB,1989,,
5iD7WgG4qTZJuX1PSXN852,e3be4a00-c35d-408c-85ae-2c3738a867de,,2010-04-07,JP,Atomic Heart Records,Group,,GB,1989,,
7L066slhC7AtmDAUXX0wI7,a0ff7741-b192-4918-966a-8586a9f54e14,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
2KQJoQVlXXRlg4dokTNDww,5b2211c0-2e5d-486e-8637-8ca43e65546c,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
6M2Rv9o3wjbWEwgzXWcTcT,9c31768c-f05e-4a13-b579-40eff57b0c67,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
3FFEG5Y11tOPNxvtqq2DrN,67ec2d52-a309-432d-8b0f-f5b3f58c1c32,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
5Kwl65e6VIHS7pom22eVWZ,a1916f17-e34b-46e6-b19e-481162263f03,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
5Z5rUS0kFPDHc332bsjOyi,5e505ba4-8fb8-4c25-ba00-396793e60a4b,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
16HT1jjDcLiaUfhP0eBTlT,39743131-a2b1-44e9-ac2c-8fc59ef9af7d,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
3uKI7mkW5fvLFAYQJrRoMt,5d941f3f-a09f-4ddf-a3f9-7051cdb3527d,,2010-10-06,JP,Atomic Heart Records,Group,,GB,1989,,
6N1WWbo0EJkLi0T23nT6gV,9ded9074-b1dc-4f8d-a66d-76053f6971af,,2015-03-28,GB,Post/Pop Records,Group,,GB,1989,,
3DRRIxgVYFYtcBjSS06RYJ,902d4612-0812-435d-8ff6-cc306e2b681b,,2015-05-22,,earMUSIC,Group,,GB,1989,,
4ubB8l3F3EmF9OXmgt3Cs1,5c26d1cf-71de-44a3-9c60-dbaf039637f1,DEH841500249,2015-05-22,,earMUSIC,Group,,GB,1989,,
6cboOO5gFswMOqCpayfR98,61930fe1-ca9c-45a9-b61f-92ad3b733a0a,,2015-05-22,,earMUSIC,Group,,GB,1989,,
3hD2bPO4r6SRvvMpvkeT8o,3896cae7-a782-481f-9484-2c27857b4d5e,,2015-05-22,,earMUSIC,Group,,GB,1989,,
1Eqsv6lsji0LrQNrZKZmmX,e2fbdf02-07d7-4053-b08e-ea8a49f50c4f,,2015-05-22,,earMUSIC,Group,,GB,1989,,
64MJbaSCMQpNQgVGQMAvFS,331c1be6-3eef-436a-b4fb-307c5194eac8,,2015-05-22,,earMUSIC,Group,,GB,1989,,
1yEYXbcpPcCePN7UgjMGwp,f8416ea1-45d4-42e7-b5e4-ece3c6f9590d,,2015-05-22,,earMUSIC,Group,,GB,1989,,
4dEz0afcWC3ZsyFWDYyrVN,cc0feccf-fe8c-45b7-a69e-62c12fbd41fb,,2015-05-22,,earMUSIC,Group,,GB,1989,,
7tLd9oFvHM0xHdjdQB0LDo,ffa98715-be19-49fe-be04-1eead24b52e8,,2015,GB,Classic Rock,Group,,GB,1989,,
4n3aLoRQhHkNJ7qXSmTMd5,a889dbe0-bdbe-419b-9982-774d79cedaab,,2015-05-22,,earMUSIC,Group,,GB,1989,,
4mZIZUXK4HdnSvjIiPxKTY,0185df9a-ee76-4052-ae60-c4d9d0ac7386,,2015-05-22,,earMUSIC,Group,,GB,1989,,
3KBjR0Mb2Xdrvm7wN1LQ57,b04ce18c-5fae-4766-8b72-23321ef3b308,GB5KW1800029,2018-05-18,XW,Infectious Music,Group,,GB,1989,,
5wPecrMtA8wqQdLImYcNXO,6b455828-eed9-49ed-a4ef-18f583a33dfa,GB5KW1800008;GB5KW1800030,2018-05-18,XW,Infectious Music,Group,,GB,1989,,
3vMV9P7rSy5brnnMwGeLTf,5b3c64ce-fa58-4171-bb8d-820dd1663b1c,,2018,DE,VISIONS,Group,,GB,1989,,
4kgvqHa6ucwrqGUYehqfbp,34efc451-4b76-40eb-b9d6-53f0511b0e2f,GB5KW1800010;GB5KW1800028,2018-05-16,FR,Les Inrockuptibles,Group,,GB,1989,,
