artist_name,album_title,song_title,track_number,allmusic_song_genre,allmusic_song_style,allmusic_song_mood,allmusic_song_theme,allmusic_composers,allmusic_track_pick,allmusic_album_genre,allmusic_album_style,allmusic_album_mood,allmusic_album_theme,allmusic_album_duration,allmusic_recording_location,allmusic_release_date,allmusic_album_duration_sec
The Verve,A Northern Soul,New Decade,1,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze","Visceral, Intense, Brash, Cathartic, Dramatic, Volatile","Feeling Blue, In Love, Introspection, Reflection, Solitude",Unknown,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,This Is Music,3,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze, British Psychedelia","Visceral, Confident, Detached, Intense, Brash, Swaggering, Dramatic, Exuberant, Hypnotic, Literate, Bravado, Druggy, Poignant, Volatile","Introspection, Reflection, Reminiscing, Solitude","Richard Ashcroft, Simon Jones, Nick McCabe, Peter Salisbury",True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,On Your Own,5,Pop/Rock,"Alternative/Indie Rock, Indie Rock, Alternative Pop/Rock, Space Rock, Shoegaze","Sprawling, Bittersweet, Elegant, Melancholy, Plaintive, Detached, Sad, Druggy, Autumnal, Intimate, Reflective, Reserved, Wistful, Dramatic, Poignant","Heartache, Night Driving, Reflection, Breakup, Introspection, Feeling Blue, In Love, Solitude, Regret","Richard Ashcroft, Simon Jones, Nick McCabe, Peter Salisbury",True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,So It Goes,7,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Swaggering, Bittersweet, Intimate, Laid-Back/Mellow, Melancholy, Passionate, Pastoral, Plaintive, Reflective, Poignant","Feeling Blue, In Love, Introspection, Reflection, Solitude",Unknown,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,Northern Soul,9,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Confident, Intense, Brash, Swaggering, Boisterous, Poignant","Introspection, Reflection, Solitude",Unknown,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,Brainstorm Interlude,10,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Visceral, Confident, Detached, Intense, Brash, Swaggering, Dramatic, Exuberant, Hypnotic, Literate, Trippy, Poignant","Introspection, Reflection, Solitude",Unknown,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,Drive You Home,11,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Dreamy, Laid-Back/Mellow, Melancholy, Cerebral, Reflective, Soothing, Gentle, Intimate","Late Night, Feeling Blue, In Love, Relaxation, Reminiscing, Introspection, Reflection, Solitude",Unknown,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,History,12,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze","Somber, Bittersweet, Elegant, Melancholy, Detached, Intimate, Poignant, Druggy, Plaintive, Reflective, Cathartic, Reserved, Wistful, Brooding, Autumnal","Loss/Grief, Reflection, Regret, Feeling Blue, Heartache, Autumn, In Love, Introspection, Solitude, Long Walk","Richard Ashcroft, Simon Jones, Nick McCabe, Peter Salisbury",True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,No Knock on My Door,14,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Searching, Poignant, Sad, Reflective, Plaintive, Intimate, Melancholy, Bittersweet, Brooding","Feeling Blue, Heartache, Regret, Loss/Grief, Introspection, Reflection, In Love, Solitude",Unknown,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,Life's an Ocean,15,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Poignant, Reflective, Intimate, Laid-Back/Mellow, Cerebral, Earnest, Wistful","Introspection, Reflection, Solitude, Early Morning",Unknown,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,Stormy Clouds,17,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Trippy, Soothing, Cerebral, Druggy, Detached, Hypnotic, Restrained","Introspection, Reflection, Solitude",Unknown,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,A Northern Soul,Reprise,18,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Space Rock, Shoegaze","Detached, Cerebral, Druggy, Ethereal, Hypnotic, Trippy","Late Night, Reflection, Solitude, Introspection","Nick McCabe, Owen Morris, Peter Salisbury, Richard Ashcroft, Simon Jones",False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Shoegaze, Britpop","Sprawling, Poignant, Bittersweet, Calm/Peaceful, Confrontational, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Fiery, Intimate, Organic, Passionate, Playful, Reflective, Rousing, Sensual, Somber, Sophisticated, Spiritual, Stylish, Theatrical, Wistful",Unknown,01:03:59,Unknown,1995-07-03,3839.0
The Verve,Urban Hymns,Bitter Sweet Symphony,1,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Indie Rock, Britpop, Post-Grunge, Neo-Psychedelia, Space Rock, Adult Alternative Pop/Rock, Ambient Pop","Earnest, Elegant, Reflective, Plaintive, Melancholy, Poignant, Sophisticated, Stylish, Bittersweet, Hypnotic, Intimate, Literate, Searching, Yearning, Brooding, Dramatic, Theatrical, Atmospheric, Complex, Philosophical","Reflection, Introspection, Solitude, Long Walk, World View","Richard Ashcroft, Mick Jagger, Keith Richards",True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,Sonnet,3,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Rock, Space Rock, Shoegaze","Bittersweet, Poignant, Brooding, Wistful, Intimate, Melancholy, Searching, Yearning, Reflective","Heartache, Reflection, Solitude, Introspection, In Love, Rainy Day, Reminiscing, Feeling Blue",Richard Ashcroft,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,The Rolling People,4,Unknown,Unknown,Unknown,Unknown,"Richard Ashcroft, Simon Jones, Nick McCabe, Peter Salisbury",False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,The Drugs Don't Work,5,Pop/Rock,"Alternative Pop/Rock, Britpop, Neo-Psychedelia, Space Rock, Alternative/Indie Rock, Dream Pop, Indie Rock, Shoegaze, Indie Pop","Poignant, Sad, Autumnal, Nocturnal, Bittersweet, Reflective, Somber, Plaintive, Brooding, Gloomy, Intimate, Melancholy","Loss/Grief, Regret, Feeling Blue, In Love, Introspection, Reflection, Solitude, Late Night",Richard Ashcroft,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,Catching the Butterfly,6,Unknown,Unknown,Unknown,Unknown,"Richard Ashcroft, Simon Jones, Nick McCabe, Peter Salisbury, Simon Tong",False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,Neon Wilderness,7,Unknown,Unknown,Unknown,Unknown,Nick McCabe,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,Space and Time,8,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Rock, Space Rock, Shoegaze","Bittersweet, Earnest, Rousing, Yearning, Reflective, Plaintive, Exuberant, Intimate, Poignant, Boisterous, Dramatic","Introspection, Reflection, Solitude",Richard Ashcroft,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,Weeping Willow,9,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Rock, Space Rock, Shoegaze","Autumnal, Bittersweet, Melancholy, Plaintive, Reflective, Wistful, Yearning, Poignant","Feeling Blue, Heartache, In Love, Loss/Grief, Reflection, Solitude, Introspection",Richard Ashcroft,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,Lucky Man,10,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Rock, Space Rock, Shoegaze","Bittersweet, Intimate, Poignant, Plaintive, Reflective, Somber, Cathartic, Earnest, Brooding, Autumnal","Loss/Grief, Reflection, Introspection, Solitude, Long Walk",Richard Ashcroft,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
The Verve,Urban Hymns,One Day,11,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Space Rock, Indie Rock, Britpop, Shoegaze","Bittersweet, Melancholy, Intimate, Poignant, Plaintive, Reflective, Somber, Cathartic, Brooding, Autumnal","Loss/Grief, Reflection, Regret, Feeling Blue, Heartache, Autumn, Introspection, Motivation, Solitude, Long Walk",Richard Ashcroft,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Dream Pop, Indie Rock","Complex, Reflective, Plaintive, Poignant, Amiable/Good-Natured, Bittersweet, Cathartic, Cynical/Sarcastic, Detached, Druggy, Earnest, Earthy, Ethereal, Intimate, Literate, Melancholy, Organic, Passionate, Playful, Provocative, Rousing, Sensual, Somber, Sophisticated, Stylish, Theatrical, Wistful","Late Night, Loneliness, Long Walk, Feeling Blue, Nighttime, Comfort, Loss/Grief, At the Office, Open Road, Stay in Bed",01:15:51,Unknown,1997-09-30,4551.0
