track_id,track_name,track_number,disc_number,artist_id,artist_name,album_id,album_name,album_type,release_date,duration_ms,duration_s,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,musicbrainz_mbid,musicbrainz_release_date,musicbrainz_release_country,musicbrainz_label,musicbrainz_artist_type,musicbrainz_gender,musicbrainz_artist_country,musicbrainz_artist_lifespan_begin,musicbrainz_artist_lifespan_end,musicbrainz_tags,musicbrainz_has_label,musicbrainz_num_tags,musicbrainz_has_tags,musicbrainz_is_active,allmusic_song_genre,allmusic_song_style,allmusic_song_mood,allmusic_song_theme,allmusic_composers,allmusic_track_pick,allmusic_album_genre,allmusic_album_style,allmusic_album_mood,allmusic_album_theme,allmusic_album_duration,allmusic_recording_location,allmusic_release_date,allmusic_album_duration_sec
3uxzoRjrJ6YzantwTtWlSb,Kung Fu,6,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,137307,137.31,40,False,0.254,0.959,9,-4.527,1,0.191,0.00613,7.42e-06,0.337,0.493,176.273,4,121535dd-27e6-4596-be88-bb5ca399ee16,,Unknown,Unknown,Group,N/A (Group),GB,1989,,Unknown,False,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Pop Punk, Power Pop","Celebratory, Cheerful, Energetic, Exciting, Freewheeling, Joyous, Playful, Rousing, Urgent, Boisterous, Brash, Fun, Irreverent, Rambunctious, Rollicking, Humorous, Rowdy","Cool & Cocky, Freedom, Partying, TGIF, Guys Night Out, Hanging Out",Tim Wheeler,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
0piEd5VtQCA9UOcfef0g3Z,Angel Interceptor,10,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,244333,244.33,36,False,0.219,0.903,4,-4.83,1,0.0754,0.221,0.206,0.373,0.254,167.401,4,e591acb0-8888-45d0-ae7f-f9f3bbe08458,1996,DE,Indigo,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Rick McMurray, Tim Wheeler",False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
5OuSVkR7jty26vnV79AfbQ,Lose Control,1,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,217600,217.6,34,False,0.234,0.998,9,-4.86,1,0.131,6.72e-05,0.253,0.324,0.047,184.204,4,ed8d93a5-2707-4fbe-95fd-bce3d29d60d1,2016-12-02,XW,Atomic Heart Records,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Mark Hamilton, Tim Wheeler",False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
1hl4IbHsB8JGQwQVafwMPW,Lost in You,11,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,259173,259.17,26,False,0.487,0.7,9,-4.507,1,0.0288,0.0023,1.43e-06,0.18,0.197,86.237,4,d370a9f3-86db-4647-a499-54eff19997e5,1997,XE,Unknown,Group,N/A (Group),GB,1989,,Unknown,False,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Energetic, Confident, Exuberant, Rollicking, Amiable/Good-Natured, Bittersweet, Rousing, Sentimental, Sweet, Earnest, Summery, Cheerful, Innocent","Feeling Blue, In Love",Tim Wheeler,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
7JXiWo2TQnM50jBJcyLioK,I'd Give You Anything,4,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,271827,271.83,24,False,0.0874,0.975,9,-2.234,1,0.0681,6.11e-05,0.688,0.442,0.428,200.595,3,5ed9e044-926e-44f9-9b1b-ece8ff9c2a7b,2003,GB,Infectious Records,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Feeling Blue,Tim Wheeler,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
60FteVr8AUPzZmoGqYW61r,Gone the Dream,5,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,209933,209.93,24,False,0.434,0.683,0,-5.813,1,0.0292,0.0184,0.0314,0.412,0.325,103.094,4,19d2bdab-84ba-419e-a94f-327566520a0f,2016-12-02,XW,Atomic Heart Records,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Earnest, Fun, Playful, Summery, Cheerful, Whimsical",Feeling Blue,Tim Wheeler,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
4ZlsMi2Ho5MaF8nZnX1fE6,Let It Flow,8,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,282600,282.6,22,False,0.362,0.963,9,-4.684,1,0.0612,0.000481,0.0012,0.9,0.377,137.25,4,e6ca08be-f86a-4d68-a714-fd36e9b1c6da,1997,XE,Unknown,Group,N/A (Group),GB,1989,,Unknown,False,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",In Love,Tim Wheeler,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
4oBvbRyTJFti3adfoz2B3W,Darkside Lightside,12,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,282355,282.36,20,False,0.15,0.949,7,-5.426,1,0.121,0.00131,0.413,0.197,0.115,161.515,4,defcfd30-12d0-456a-86a2-b04e25f0a90b,,Unknown,Unknown,Group,N/A (Group),GB,1989,,Unknown,False,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,"Tim Wheeler, Brian Cannon, Lisa Moorish, Mark ""Spike"" Stent, Mark Hamilton, Nick Brine, Nick Ingman, Owen Morris, Phil Thornalley, Rick McMurray, Rolant Dafis, Sorrel Merchant",False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
0JztoNJFzqdDUb9lQjtF1F,Innocent Smile,9,1,2evydP72Z45DouM4uMGsIE,Ash,1fxOFs3nc2mGf69PEbEQbf,1977,album,1996-05-06,352093,352.09,18,False,0.111,0.973,9,-4.547,1,0.0838,0.000773,0.814,0.601,0.105,160.55,4,a925f091-fa85-4612-9113-4fb5a4a9f46c,1996,CA,Homegrown;Infectious Records;Reprise Records,Group,N/A (Group),GB,1989,,alternative;alternative rock;britpop;indie;indie rock;pop rock;punk;rock,True,8,True,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Brash, Confident, Exuberant, Rollicking, Rowdy, Aggressive, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Feeling Blue,Mark Hamilton,False,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Aggressive, Boisterous, Brash, Cheerful, Confident, Earnest, Energetic, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rowdy, Summery, Whimsical","Guys Night Out, Drinking, Youth, Cool & Cocky, Hanging Out, Partying",01:02:23,"Rockfield, Wales",1996-05-06,3743.0
3fHVOcAV12GY8nOjWA8OUh,Walking Barefoot,1,1,2evydP72Z45DouM4uMGsIE,Ash,1V9N1HV53xOfL2ebYXxkOu,Free All Angels,album,1998-01-01,254027,254.03,0,False,0.241,0.895,6,-5.051,1,0.0784,2.22e-05,0.108,0.165,0.467,168.555,4,34ad8c45-587e-474a-9661-680dbb3bc839,2004-05-17,JP,Sony Records International,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,Tim Wheeler,True,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,"RAK Studios, London, England",2001-04-16,2849.0
4daraBRKwKGEA6dwom2DqG,Shining Light,2,1,2evydP72Z45DouM4uMGsIE,Ash,1V9N1HV53xOfL2ebYXxkOu,Free All Angels,album,1998-01-01,309000,309.0,0,False,0.48,0.93,2,-3.49,1,0.05,0.0,0.0,0.11,0.53,106.62,4,8d4f049f-e702-4846-95d7-789aae6725ab,,Unknown,Unknown,Group,N/A (Group),GB,1989,,Unknown,False,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk, Power Pop","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical","In Love, New Love, Summer",Tim Wheeler,False,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,"RAK Studios, London, England",2001-04-16,2849.0
0XRONzbNix2Dnlx4SUzQVC,Burn Baby Burn,3,1,2evydP72Z45DouM4uMGsIE,Ash,1V9N1HV53xOfL2ebYXxkOu,Free All Angels,album,1998-01-01,208000,208.0,0,False,0.39,0.98,4,-4.06,1,0.12,0.0,0.07,0.1,0.52,155.63,4,be853df0-cde7-4ecf-a80c-7839b4e50af1,2006-06-19,US,Universal Music TV,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk, Power Pop","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,Tim Wheeler,False,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,"RAK Studios, London, England",2001-04-16,2849.0
2nHD2mLdFDGjHZOEoXsefb,Candy,4,1,2evydP72Z45DouM4uMGsIE,Ash,1V9N1HV53xOfL2ebYXxkOu,Free All Angels,album,1998-01-01,291133,291.13,0,False,0.396,0.847,4,-4.2,0,0.032,4.62e-05,0.0734,0.178,0.62,163.72,4,0b475062-6322-41ad-9d4c-163058e1d1d9,2001-10-01,GB,Infectious Records,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Burt Bacharach, Hal David, Tim Wheeler",True,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,"RAK Studios, London, England",2001-04-16,2849.0
3gXrK7e5IjeXTImmmxyLuJ,Cherry Bomb,5,1,2evydP72Z45DouM4uMGsIE,Ash,1V9N1HV53xOfL2ebYXxkOu,Free All Angels,album,1998-01-01,196000,196.0,0,False,0.35,0.97,0,-3.67,0,0.06,0.0,0.01,0.43,0.51,73.87,4,f4f70d68-a196-4647-87da-df0c52c32161,2002-09-01,US,Heavy,Group,N/A (Group),GB,1989,,Unknown,True,0,False,True,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Britpop, Indie Pop, Pop Punk","Boisterous, Energetic, Rambunctious, Confident, Exuberant, Rollicking, Rowdy, Bright, Earnest, Fun, Playful, Summery, Cheerful, Innocent, Whimsical",Unknown,Tim Wheeler,False,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,"RAK Studios, London, England",2001-04-16,2849.0
3ktT5lFYscuRKnoVLq5V3h,Submission,6,1,2evydP72Z45DouM4uMGsIE,Ash,1V9N1HV53xOfL2ebYXxkOu,Free All Angels,album,1998-01-01,212800,212.8,0,False,0.491,0.955,2,-4.649,1,0.074,5.2e-05,0.829,0.387,0.261,102.754,4,87710bdd-2f02-4d0a-b254-6307ca0e15d1,,Unknown,Unknown,Group,N/A (Group),GB,1989,,Unknown,False,0,False,True,Unknown,Unknown,Unknown,Unknown,"Rick McMurray, Tim Wheeler",False,Pop/Rock,"Alternative/Indie Rock, Britpop, Pop Punk, Alternative Pop/Rock","Confident, Energetic, Amiable/Good-Natured, Exuberant, Fun, Innocent, Playful, Rambunctious, Rollicking, Rousing, Summery, Brash, Earnest, Carefree","Day Driving, Hanging Out, Partying, Playful, Road Trip, TGIF",47:29,"RAK Studios, London, England",2001-04-16,2849.0
